Vehicle_ID,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr
435,Nickel-manganese-cobalt,76,259,Plug-in Hydrogen Refueling,6.1
436,Nickel-manganese-cobalt,96.8,293,Overhead Pantograph Charging,9.3
437,Nickel-cobalt-aluminum,32.7,276,Overhead Pantograph Charging,5.2
438,Lead-acid,62.4,335,Vehicle-to-Grid (V2G),7
439,Solid-state,109.8,205,Mobile Charging,6.2
440,Lithium-ion,58.7,393,Plug-in Hydrogen Refueling,9.8
441,Magnesium-ion,30,521,Solar Charging,6.3
442,Nickel-manganese-cobalt,47.7,592,Vehicle-to-Home (V2H),3.6
443,Lithium-iron phosphate,39.6,450,Solar Charging,10.2
444,Lithium-iron phosphate,34.8,198,Level 1 Charging,3.3
445,Magnesium-ion,124.5,437,NACS,7.9
446,Flow batteries,105.5,146,Plug-in Hydrogen Refueling,11.3
447,Lithium-iron phosphate,98,495,Mobile Charging,4.3
448,Nickel-manganese-cobalt,89.4,458,CCS,4.1
449,Magnesium-ion,142.3,453,Ultra-Fast Charging (350 kW+),3.4
450,Solid-state,141.7,487,Ultra-Fast Charging (350 kW+),3.9
451,Aluminum-ion,129.4,467,Vehicle-to-Grid (V2G),10.6
452,Magnesium-ion,26.8,428,NACS,7.7
453,Magnesium-ion,36.9,404,Vehicle-to-Grid (V2G),9.6
454,Nickel-cobalt-aluminum,133.9,583,Ultra-Fast Charging (350 kW+),0.7
455,Zinc-air,53.8,145,Overhead Pantograph Charging,2.5
456,Lithium-titanate,84.2,166,Vehicle-to-Grid (V2G),10.3
457,Nickel-manganese-cobalt,138,289,Vehicle-to-Home (V2H),1.5
458,Sodium-ion,141,341,Overhead Pantograph Charging,12
459,Aluminum-ion,92.7,397,NACS,3.5
460,Nickel-manganese-cobalt,133.3,527,Battery Swapping,9.1
461,Calcium-ion,140,425,Vehicle-to-Home (V2H),1.1
462,Lithium-titanate,92.9,334,Vehicle-to-Load (V2L),1.8
463,Lithium-iron phosphate,95.9,597,Level 1 Charging,6.5
464,Sodium-ion,96.7,587,CCS,10.1
465,Flow batteries,100.9,331,Mobile Charging,11.4
466,Zinc-air,69.6,304,Battery Swapping,2.5
467,Solid-state,58.8,510,Vehicle-to-Grid (V2G),9
468,Lithium-sulfur,93.2,316,DC Fast Charging (DCFC),9.2
469,Aluminum-ion,84.4,422,DC Fast Charging (DCFC),3.8
470,Solid-state,139.2,362,CCS,6.4
471,Magnesium-ion,43.7,301,Level 2 Charging,1.5
472,Lithium-titanate,147.7,232,CCS,5.5
473,Calcium-ion,146.6,284,Plug-in Hydrogen Refueling,9.8
474,Lithium-iron phosphate,76.7,420,Inductive (Wireless) Charging,1.5
475,Zinc-air,51.5,250,Plug-in Hydrogen Refueling,1.1
476,Lead-acid,96.8,413,Vehicle-to-Load (V2L),3.2
477,Lithium-titanate,76.7,182,Solar Charging,8.9
478,Calcium-ion,142.4,434,Overhead Pantograph Charging,9.7
479,Zinc-air,84,506,Vehicle-to-Grid (V2G),11.3
480,Magnesium-ion,28.3,320,CCS,7.6
481,Aluminum-ion,143,509,Vehicle-to-Home (V2H),11.6
482,Aluminum-ion,67,472,Solar Charging,8.6
483,Calcium-ion,125.2,274,Solar Charging,6.3
484,Nickel-cobalt-aluminum,139.3,559,Vehicle-to-Home (V2H),11.4
485,Nickel-cobalt-aluminum,147.7,184,Vehicle-to-Grid (V2G),1.2
486,Lithium-titanate,92,255,Mobile Charging,11
487,Nickel-manganese-cobalt,110.7,554,Plug-in Hydrogen Refueling,9.4
488,Lead-acid,91.7,366,Mobile Charging,9.2
489,Lithium-sulfur,101.5,281,CCS,1
490,Lithium-sulfur,57,501,CHAdeMO,8.7
491,Solid-state,32,317,CHAdeMO,6
492,Lithium-titanate,141,350,Vehicle-to-Grid (V2G),10
493,Lithium-ion,117,583,Overhead Pantograph Charging,11.1
494,Lithium-sulfur,58.2,114,CHAdeMO,2.1
495,Nickel-cobalt-aluminum,82.6,258,Vehicle-to-Home (V2H),10.9
496,Magnesium-ion,101.2,419,Vehicle-to-Grid (V2G),5
497,Flow batteries,123.5,462,Solar Charging,7
498,Aluminum-ion,22.4,437,NACS,11.6
499,Calcium-ion,141.4,274,Vehicle-to-Grid (V2G),2.6
500,Magnesium-ion,31.7,257,Vehicle-to-Grid (V2G),8.3
501,Calcium-ion,136.9,126,Inductive (Wireless) Charging,3.3
502,Nickel-manganese-cobalt,23.8,424,Ultra-Fast Charging (350 kW+),11
503,Calcium-ion,102.7,204,CHAdeMO,4.8
504,Nickel-metal hydride,20.1,577,Vehicle-to-Load (V2L),3.6
505,Solid-state,71.4,162,CHAdeMO,8.8
506,Flow batteries,147.8,274,Inductive (Wireless) Charging,5.8
507,Aluminum-ion,110.5,350,Plug-in Hydrogen Refueling,6.7
508,Solid-state,80.2,579,Inductive (Wireless) Charging,5.6
509,Sodium-ion,24.8,352,Inductive (Wireless) Charging,0.6
510,Flow batteries,108.7,389,NACS,1.3
511,Lead-acid,99.9,448,Vehicle-to-Home (V2H),0.5
512,Sodium-ion,87.2,122,Ultra-Fast Charging (350 kW+),1
513,Solid-state,139.2,200,NACS,4.3
514,Lithium-iron phosphate,144.6,526,Level 2 Charging,9.9
515,Aluminum-ion,24.3,260,DC Fast Charging (DCFC),9.5
516,Nickel-cobalt-aluminum,32.5,485,Vehicle-to-Grid (V2G),3.2
517,Lead-acid,62.7,198,CCS,1.7
518,Nickel-manganese-cobalt,44.2,170,Level 2 Charging,1.2
519,Sodium-ion,146.1,365,CHAdeMO,1.2
520,Nickel-manganese-cobalt,110.3,339,Mobile Charging,10.3
521,Lithium-titanate,49.9,419,Inductive (Wireless) Charging,3.2
522,Lead-acid,35,248,Vehicle-to-Home (V2H),2.7
523,Calcium-ion,92.1,191,Inductive (Wireless) Charging,0.7
524,Sodium-ion,125.2,438,NACS,11.3
525,Sodium-ion,97.9,600,Ultra-Fast Charging (350 kW+),11.1
526,Lithium-titanate,30.6,340,DC Fast Charging (DCFC),2.4
527,Nickel-manganese-cobalt,54.9,305,Level 2 Charging,2.9
528,Magnesium-ion,30.9,327,Overhead Pantograph Charging,3.1
529,Nickel-manganese-cobalt,50.4,430,DC Fast Charging (DCFC),4.6
530,Lead-acid,46,200,Mobile Charging,3.4
531,Calcium-ion,65.1,306,Plug-in Hydrogen Refueling,10
532,Sodium-ion,122.9,260,Inductive (Wireless) Charging,5.4
533,Calcium-ion,66.1,215,Vehicle-to-Grid (V2G),5.4
534,Aluminum-ion,99,543,Plug-in Hydrogen Refueling,11.8
535,Lead-acid,43.1,523,Vehicle-to-Load (V2L),0.8
536,Sodium-ion,131.8,310,Plug-in Hydrogen Refueling,2.3
537,Nickel-manganese-cobalt,40.6,394,Solar Charging,7.3
538,Aluminum-ion,83.8,336,Level 2 Charging,9
539,Nickel-cobalt-aluminum,138.4,193,CCS,5
540,Solid-state,118.2,358,Mobile Charging,5.2
541,Nickel-cobalt-aluminum,24.9,228,CCS,8.7
542,Nickel-metal hydride,129,410,CCS,2.5
543,Aluminum-ion,107.8,210,Vehicle-to-Home (V2H),8.5
544,Lithium-ion,120.4,492,Inductive (Wireless) Charging,11.2
545,Aluminum-ion,32.6,527,NACS,8.8
546,Lithium-iron phosphate,33.8,265,NACS,0.7
547,Lithium-sulfur,119.8,355,CCS,8.7
548,Sodium-ion,42.8,489,Mobile Charging,11.7
549,Lithium-ion,100.1,559,CCS,4.1
550,Lithium-iron phosphate,140,406,Vehicle-to-Home (V2H),9
551,Lithium-iron phosphate,46.8,127,Ultra-Fast Charging (350 kW+),9.7
552,Flow batteries,149,580,Inductive (Wireless) Charging,1.9
553,Lithium-iron phosphate,59.4,395,Vehicle-to-Home (V2H),11.6
554,Calcium-ion,144,346,Level 1 Charging,9.3
555,Lead-acid,98.8,136,Mobile Charging,2.1
556,Nickel-cobalt-aluminum,83.6,428,DC Fast Charging (DCFC),5.2
557,Lithium-titanate,67.9,129,Plug-in Hydrogen Refueling,11.2
558,Lithium-sulfur,98.7,583,CHAdeMO,3.4
559,Aluminum-ion,44.5,316,NACS,10
560,Zinc-air,121,276,CHAdeMO,3.6
561,Lead-acid,74.2,247,Vehicle-to-Grid (V2G),2.5
562,Magnesium-ion,118.7,232,Vehicle-to-Grid (V2G),5.6
563,Nickel-manganese-cobalt,107.5,151,Level 1 Charging,1.2
564,Nickel-manganese-cobalt,118.4,409,Vehicle-to-Grid (V2G),4.4
565,Nickel-manganese-cobalt,133.2,305,CHAdeMO,0.8
566,Flow batteries,144.5,516,Mobile Charging,0.7
567,Calcium-ion,110.9,151,Plug-in Hydrogen Refueling,3.9
568,Aluminum-ion,78,159,Vehicle-to-Load (V2L),8.1
569,Lithium-iron phosphate,113.5,440,Vehicle-to-Load (V2L),11.4
570,Flow batteries,64.6,566,Plug-in Hydrogen Refueling,8
571,Zinc-air,67.8,536,Mobile Charging,11.5
572,Flow batteries,98.2,213,CCS,5
573,Lithium-titanate,106.5,510,Level 2 Charging,7.4
574,Magnesium-ion,63.3,523,Inductive (Wireless) Charging,10.3
575,Nickel-cobalt-aluminum,108.1,278,Plug-in Hydrogen Refueling,5
576,Calcium-ion,141.5,255,Vehicle-to-Home (V2H),8
577,Magnesium-ion,148.5,175,Plug-in Hydrogen Refueling,11.4
578,Nickel-cobalt-aluminum,146.1,421,Plug-in Hydrogen Refueling,3.3
579,Lithium-sulfur,102.2,327,Overhead Pantograph Charging,0.6
580,Nickel-metal hydride,69.9,430,Vehicle-to-Grid (V2G),3.9
581,Nickel-manganese-cobalt,28.3,528,CCS,9.2
582,Zinc-air,46.8,182,DC Fast Charging (DCFC),7
583,Lithium-ion,143,365,Solar Charging,8.1
584,Flow batteries,126.6,221,Level 2 Charging,2.7
585,Lead-acid,53.1,295,NACS,5.1
586,Zinc-air,105.5,520,NACS,5.3
587,Sodium-ion,103.2,285,Mobile Charging,9.4
588,Calcium-ion,124.9,148,Overhead Pantograph Charging,8.6
589,Zinc-air,36.6,104,CHAdeMO,8.1
590,Nickel-metal hydride,77.1,281,Vehicle-to-Home (V2H),6.3
591,Lithium-titanate,51.2,147,NACS,7.1
592,Lithium-ion,100.1,566,Level 1 Charging,8.7
593,Flow batteries,140.9,491,Ultra-Fast Charging (350 kW+),2.5
594,Calcium-ion,119.6,160,Solar Charging,3.9
595,Lithium-ion,66.2,415,Vehicle-to-Home (V2H),4.3
596,Lead-acid,136.8,310,CCS,11
597,Calcium-ion,77.1,171,Overhead Pantograph Charging,9.1
598,Flow batteries,147.8,160,Vehicle-to-Grid (V2G),6.1
599,Nickel-metal hydride,64.7,106,Ultra-Fast Charging (350 kW+),1.1
600,Nickel-metal hydride,52.4,492,CCS,10.4
601,Flow batteries,102.5,217,CCS,2
602,Sodium-ion,75.4,131,Vehicle-to-Grid (V2G),7.9
603,Lithium-titanate,61.8,246,Vehicle-to-Load (V2L),3.7
604,Sodium-ion,116.4,285,Overhead Pantograph Charging,3.2
605,Lithium-titanate,78,150,DC Fast Charging (DCFC),11.3
606,Sodium-ion,136.3,329,CCS,11
607,Magnesium-ion,146.4,197,Plug-in Hydrogen Refueling,6.2
608,Nickel-metal hydride,94.3,403,Level 1 Charging,10.6
609,Lithium-ion,89.4,249,Level 2 Charging,7.9
610,Flow batteries,98.7,288,Mobile Charging,1.5
611,Lithium-sulfur,146.3,375,CCS,8.8
612,Flow batteries,125,485,Plug-in Hydrogen Refueling,2.3
613,Flow batteries,56.7,258,NACS,10.7
614,Zinc-air,33,296,Level 1 Charging,1.8
615,Lead-acid,115.7,273,DC Fast Charging (DCFC),2.8
616,Solid-state,22.8,122,CCS,6.8
617,Lithium-sulfur,49.4,550,Plug-in Hydrogen Refueling,8.4
618,Sodium-ion,140,570,DC Fast Charging (DCFC),10.8
619,Aluminum-ion,33.5,569,Vehicle-to-Load (V2L),8.1
620,Solid-state,95.1,591,Battery Swapping,2.2
621,Magnesium-ion,142.7,571,Ultra-Fast Charging (350 kW+),4.9
622,Lithium-titanate,31.3,285,Level 1 Charging,2.8
623,Nickel-manganese-cobalt,38.7,536,Vehicle-to-Grid (V2G),3.3
624,Lithium-titanate,33.8,397,DC Fast Charging (DCFC),6
625,Lithium-titanate,38.2,370,Solar Charging,5.9
626,Calcium-ion,75.1,585,Vehicle-to-Home (V2H),6.9
627,Nickel-cobalt-aluminum,100.5,212,Plug-in Hydrogen Refueling,2.6
628,Flow batteries,75.1,238,CCS,1.7
629,Lead-acid,46.2,575,Level 2 Charging,3.3
630,Magnesium-ion,56.7,303,Inductive (Wireless) Charging,4.1
631,Zinc-air,123.5,344,Level 2 Charging,3.8
632,Magnesium-ion,37.1,248,Overhead Pantograph Charging,7.7
633,Magnesium-ion,133.2,380,DC Fast Charging (DCFC),6.2
634,Nickel-manganese-cobalt,147.2,490,Vehicle-to-Home (V2H),8
635,Sodium-ion,68.6,449,Vehicle-to-Grid (V2G),6.3
636,Nickel-cobalt-aluminum,40.6,304,DC Fast Charging (DCFC),3.1
637,Magnesium-ion,76.3,305,Mobile Charging,1.2
638,Lithium-iron phosphate,61.6,116,Plug-in Hydrogen Refueling,1.2
639,Solid-state,38.4,240,Plug-in Hydrogen Refueling,1.4
640,Lithium-iron phosphate,65.4,314,Vehicle-to-Load (V2L),6
641,Nickel-metal hydride,62.1,521,Mobile Charging,0.7
642,Flow batteries,78.4,596,CCS,0.9
643,Calcium-ion,67.3,254,Solar Charging,6.3
644,Aluminum-ion,42.9,319,Overhead Pantograph Charging,2.5
645,Flow batteries,22.1,577,Vehicle-to-Grid (V2G),1.7
646,Lead-acid,69.5,200,Vehicle-to-Load (V2L),11.4
647,Aluminum-ion,105.6,257,Vehicle-to-Grid (V2G),8.2
648,Nickel-cobalt-aluminum,51.4,598,Plug-in Hydrogen Refueling,2.7
649,Lithium-iron phosphate,32.9,510,CHAdeMO,6.3
650,Nickel-cobalt-aluminum,21.5,494,CHAdeMO,0.8
651,Lithium-iron phosphate,89.6,225,Plug-in Hydrogen Refueling,9.4
652,Nickel-metal hydride,56.7,558,NACS,1.6
653,Aluminum-ion,60.8,565,Vehicle-to-Home (V2H),9.8
654,Lead-acid,20.7,367,Battery Swapping,11.2
655,Lithium-iron phosphate,30.8,454,CHAdeMO,3.6
656,Nickel-metal hydride,45.7,533,Battery Swapping,11.6
657,Zinc-air,34,296,Vehicle-to-Grid (V2G),2.8
658,Sodium-ion,71.8,158,NACS,9.8
659,Lithium-iron phosphate,80.5,507,Mobile Charging,10.8
660,Nickel-cobalt-aluminum,108.7,322,Mobile Charging,9.9
661,Zinc-air,22.8,109,Level 1 Charging,11
662,Lithium-titanate,59.1,262,Overhead Pantograph Charging,5.1
663,Lithium-iron phosphate,26.2,105,CHAdeMO,1.7
664,Aluminum-ion,122,156,Level 2 Charging,11.4
665,Calcium-ion,39.2,399,Vehicle-to-Grid (V2G),7.8
666,Lithium-titanate,30.8,385,Ultra-Fast Charging (350 kW+),8.1
667,Nickel-manganese-cobalt,33.6,206,Mobile Charging,9.2
668,Lithium-iron phosphate,28.9,316,NACS,8.4
669,Nickel-manganese-cobalt,106,331,Overhead Pantograph Charging,3.6
670,Lithium-ion,104.3,474,Vehicle-to-Grid (V2G),2.7
671,Solid-state,26.9,118,Battery Swapping,3.2
672,Nickel-manganese-cobalt,46.7,502,Inductive (Wireless) Charging,4.5
673,Sodium-ion,108.6,185,NACS,4.3
674,Sodium-ion,146,398,Level 1 Charging,6.1
675,Solid-state,59.6,476,Mobile Charging,5.7
676,Magnesium-ion,106.3,542,Vehicle-to-Load (V2L),1.8
677,Lithium-titanate,110.5,320,Overhead Pantograph Charging,2.9
678,Aluminum-ion,63.1,401,Vehicle-to-Grid (V2G),11.4
679,Solid-state,146,355,CHAdeMO,5.9
680,Calcium-ion,97.1,127,Vehicle-to-Load (V2L),4
681,Lithium-titanate,45.6,399,DC Fast Charging (DCFC),3.8
682,Zinc-air,76.7,548,Mobile Charging,9.8
683,Nickel-metal hydride,68.9,548,Vehicle-to-Grid (V2G),1.6
684,Aluminum-ion,92.7,590,Vehicle-to-Grid (V2G),1.5
685,Nickel-cobalt-aluminum,107.1,336,Vehicle-to-Home (V2H),10.2
686,Lead-acid,38.7,479,Vehicle-to-Load (V2L),2.1
687,Zinc-air,134.4,366,CCS,3.3
688,Flow batteries,77.1,436,CCS,5.5
689,Lithium-sulfur,106.8,591,Vehicle-to-Load (V2L),4.7
690,Lithium-ion,103.9,557,Vehicle-to-Home (V2H),1
691,Nickel-cobalt-aluminum,86.7,189,CHAdeMO,4.5
692,Nickel-manganese-cobalt,98.8,192,Battery Swapping,2
693,Aluminum-ion,108.3,265,Ultra-Fast Charging (350 kW+),11.8
694,Solid-state,24.9,483,DC Fast Charging (DCFC),5.6
695,Nickel-manganese-cobalt,76.9,246,Ultra-Fast Charging (350 kW+),2.8
696,Sodium-ion,120.7,390,DC Fast Charging (DCFC),4.4
697,Nickel-manganese-cobalt,75.6,292,DC Fast Charging (DCFC),7
698,Aluminum-ion,127.7,299,Overhead Pantograph Charging,1.3
699,Lithium-titanate,135.9,398,Vehicle-to-Load (V2L),11.3
700,Aluminum-ion,134.2,220,Vehicle-to-Load (V2L),1.3
701,Lithium-titanate,25.4,118,Vehicle-to-Load (V2L),6.3
702,Flow batteries,115.9,382,Vehicle-to-Load (V2L),1.1
703,Aluminum-ion,27.5,218,DC Fast Charging (DCFC),7.3
704,Lithium-sulfur,25.7,279,Ultra-Fast Charging (350 kW+),12
705,Nickel-manganese-cobalt,112.7,582,Overhead Pantograph Charging,9.5
706,Solid-state,46.5,170,Ultra-Fast Charging (350 kW+),4
707,Lithium-sulfur,56.1,296,Solar Charging,10
708,Nickel-cobalt-aluminum,89.2,438,Solar Charging,0.9
709,Magnesium-ion,114.8,476,Level 2 Charging,9.8
710,Lithium-titanate,149,221,CHAdeMO,10.9
711,Sodium-ion,54.9,228,Level 1 Charging,1.9
712,Lithium-iron phosphate,73.1,396,DC Fast Charging (DCFC),3.7
713,Calcium-ion,100.3,125,Ultra-Fast Charging (350 kW+),1.8
714,Flow batteries,129.8,534,Overhead Pantograph Charging,6.7
715,Nickel-cobalt-aluminum,29.3,318,Solar Charging,2.1
716,Aluminum-ion,39.5,402,Level 1 Charging,1.7
717,Lithium-titanate,39.5,490,DC Fast Charging (DCFC),11.5
718,Nickel-manganese-cobalt,105.7,366,Vehicle-to-Home (V2H),4.1
719,Nickel-manganese-cobalt,115.3,550,Vehicle-to-Grid (V2G),4.7
720,Lithium-iron phosphate,120.9,308,CHAdeMO,7.5
721,Aluminum-ion,79,185,CCS,5.3
722,Aluminum-ion,70.5,316,Overhead Pantograph Charging,2
723,Lithium-titanate,139.7,586,Vehicle-to-Home (V2H),11
724,Zinc-air,97.1,445,Vehicle-to-Home (V2H),4.9
725,Calcium-ion,140.6,246,Mobile Charging,4.9
726,Solid-state,65.2,184,CCS,3.8
727,Calcium-ion,86.1,186,Level 1 Charging,7.4
728,Lead-acid,36.4,332,Solar Charging,11.1
729,Magnesium-ion,30.3,506,Ultra-Fast Charging (350 kW+),8.9
730,Sodium-ion,44.8,385,Level 2 Charging,11.4
731,Nickel-metal hydride,45.8,548,DC Fast Charging (DCFC),11.4
732,Nickel-cobalt-aluminum,102,220,Overhead Pantograph Charging,6.1
733,Solid-state,48.5,593,Solar Charging,5.3
734,Calcium-ion,124.6,350,Vehicle-to-Grid (V2G),8.4
735,Nickel-cobalt-aluminum,53.9,127,Battery Swapping,6.1
736,Zinc-air,90.2,586,Level 1 Charging,9.7
737,Calcium-ion,89.6,540,Ultra-Fast Charging (350 kW+),3.8
738,Lithium-ion,40.4,254,Level 1 Charging,3.1
739,Solid-state,85.6,460,Vehicle-to-Grid (V2G),0.7
740,Lead-acid,116.7,254,Battery Swapping,5.8
741,Lead-acid,51.8,108,Vehicle-to-Load (V2L),8.9
742,Solid-state,103.6,270,CHAdeMO,9.8
743,Magnesium-ion,50.2,492,Vehicle-to-Load (V2L),3.4
744,Lead-acid,85,591,Ultra-Fast Charging (350 kW+),4.2
745,Nickel-metal hydride,87.6,162,NACS,2.8
746,Lithium-ion,58.6,322,Solar Charging,8.8
747,Lead-acid,98.6,341,Vehicle-to-Home (V2H),2.9
748,Lithium-ion,60.5,196,Inductive (Wireless) Charging,8.5
749,Lithium-sulfur,56.9,566,Vehicle-to-Grid (V2G),7.2
750,Nickel-metal hydride,54.2,152,CHAdeMO,9.7
751,Lithium-iron phosphate,31.9,511,CHAdeMO,2.1
752,Lead-acid,118.8,223,Plug-in Hydrogen Refueling,4.8
753,Calcium-ion,76.8,326,Vehicle-to-Load (V2L),8.5
754,Lithium-titanate,75.1,415,Inductive (Wireless) Charging,4.9
755,Lead-acid,139.8,410,Battery Swapping,0.9
756,Zinc-air,102.2,351,NACS,5.9
757,Solid-state,74.5,533,CCS,1.1
758,Aluminum-ion,148.2,469,Overhead Pantograph Charging,6.4
759,Nickel-manganese-cobalt,25.8,411,Inductive (Wireless) Charging,8.4
760,Aluminum-ion,31.8,473,DC Fast Charging (DCFC),2.6
761,Lithium-titanate,118.3,167,Solar Charging,1.1
762,Lithium-titanate,77.1,147,Vehicle-to-Load (V2L),4.6
763,Sodium-ion,104,449,Solar Charging,2.9
764,Lead-acid,105.6,195,Vehicle-to-Load (V2L),2.1
765,Sodium-ion,63.8,562,CCS,2.7
766,Calcium-ion,51.7,470,Overhead Pantograph Charging,7.4
767,Nickel-cobalt-aluminum,97.1,183,NACS,11.1
768,Nickel-manganese-cobalt,71.5,335,Level 1 Charging,8.1
769,Lithium-ion,82.1,276,CCS,5.9
770,Nickel-cobalt-aluminum,120.5,559,Solar Charging,9.9
771,Sodium-ion,67.1,356,Level 1 Charging,7.5
772,Nickel-metal hydride,57,298,Vehicle-to-Load (V2L),0.9
773,Calcium-ion,72.6,513,Level 1 Charging,2.4
774,Lithium-titanate,102.4,409,Vehicle-to-Home (V2H),6.3
775,Lithium-ion,63.8,578,Battery Swapping,2.8
776,Sodium-ion,52.8,272,Solar Charging,9.3
777,Lead-acid,116,227,NACS,1.5
778,Nickel-manganese-cobalt,25.3,267,Overhead Pantograph Charging,0.9
779,Lithium-titanate,53.4,434,DC Fast Charging (DCFC),10.1
780,Magnesium-ion,141.6,240,NACS,3.7
781,Nickel-metal hydride,55.7,336,Mobile Charging,1.6
782,Nickel-cobalt-aluminum,81.8,385,Level 1 Charging,4.4
783,Calcium-ion,94.3,140,Vehicle-to-Load (V2L),7
784,Sodium-ion,93.4,312,Level 1 Charging,9.1
785,Solid-state,94.2,191,NACS,9.3
786,Lead-acid,89.2,215,Plug-in Hydrogen Refueling,6.2
787,Aluminum-ion,32.8,397,Vehicle-to-Grid (V2G),11.7
788,Sodium-ion,99.3,185,Vehicle-to-Load (V2L),8.4
789,Nickel-metal hydride,81.4,464,Inductive (Wireless) Charging,4.2
790,Calcium-ion,63.1,571,NACS,3.3
791,Aluminum-ion,113.1,161,Level 1 Charging,5.5
792,Magnesium-ion,36.1,174,Battery Swapping,9.2
793,Flow batteries,110.2,334,Vehicle-to-Load (V2L),9.2
794,Lead-acid,57.5,213,Overhead Pantograph Charging,7
795,Zinc-air,58,296,Battery Swapping,7.8
796,Sodium-ion,103.7,400,Mobile Charging,6.5
797,Lithium-iron phosphate,39.5,411,CCS,8
798,Lithium-ion,71.8,150,Mobile Charging,6.3
799,Lithium-titanate,113.3,190,Level 2 Charging,11.8
800,Lithium-iron phosphate,51.7,489,Vehicle-to-Load (V2L),5.8
801,Zinc-air,47.9,349,Solar Charging,7
802,Lithium-sulfur,84,190,Mobile Charging,6.3
803,Magnesium-ion,142.9,349,Level 1 Charging,4.2
804,Magnesium-ion,34.1,218,Inductive (Wireless) Charging,4
805,Magnesium-ion,42.3,180,NACS,4.2
806,Lithium-titanate,66,481,Mobile Charging,5.7
807,Magnesium-ion,55.6,519,Inductive (Wireless) Charging,2.9
808,Lead-acid,77.2,240,CCS,1.4
809,Lithium-sulfur,148.3,400,Plug-in Hydrogen Refueling,1.2
810,Calcium-ion,39.7,177,Solar Charging,7.1
811,Calcium-ion,122.2,464,Mobile Charging,11.5
812,Lithium-sulfur,98.5,577,Level 1 Charging,2.1
813,Lead-acid,133.5,267,Vehicle-to-Load (V2L),3.8
814,Lithium-iron phosphate,117.7,492,Vehicle-to-Grid (V2G),9.9
815,Nickel-cobalt-aluminum,94.7,103,Plug-in Hydrogen Refueling,0.7
816,Aluminum-ion,66.1,550,CHAdeMO,2.7
817,Calcium-ion,61,217,Inductive (Wireless) Charging,2.8
818,Calcium-ion,116.7,478,Inductive (Wireless) Charging,4.9
819,Magnesium-ion,47.3,581,Vehicle-to-Load (V2L),9
820,Nickel-cobalt-aluminum,124.4,304,CCS,4.6
821,Aluminum-ion,62,172,Ultra-Fast Charging (350 kW+),2.5
822,Zinc-air,73.9,180,Vehicle-to-Grid (V2G),2.5
823,Zinc-air,61.7,501,Level 1 Charging,4.3
824,Sodium-ion,136.6,147,Vehicle-to-Grid (V2G),11.9
825,Nickel-metal hydride,62,376,Overhead Pantograph Charging,11.5
826,Lithium-titanate,72.5,554,CCS,3.4
827,Flow batteries,38.9,477,Level 2 Charging,9.1
828,Nickel-manganese-cobalt,82.9,276,Inductive (Wireless) Charging,7.7
829,Aluminum-ion,63.9,556,NACS,3.4
830,Flow batteries,23.3,378,CHAdeMO,1.6
831,Nickel-metal hydride,71.7,581,Inductive (Wireless) Charging,2.1
832,Sodium-ion,90.1,455,NACS,4.8
833,Lithium-sulfur,70.7,367,Vehicle-to-Grid (V2G),10.8
834,Magnesium-ion,73.3,173,Vehicle-to-Load (V2L),10
835,Nickel-metal hydride,136,163,CHAdeMO,2.9
836,Calcium-ion,36.2,480,Vehicle-to-Home (V2H),2.3
837,Magnesium-ion,57.8,367,CCS,1.5
838,Calcium-ion,114.1,241,Battery Swapping,7.9
839,Nickel-cobalt-aluminum,106.5,153,Vehicle-to-Load (V2L),6.9
840,Sodium-ion,95.4,463,Vehicle-to-Grid (V2G),9.9
841,Flow batteries,138.1,210,NACS,0.8
842,Lithium-sulfur,78,124,Mobile Charging,5.8
843,Zinc-air,90,512,Ultra-Fast Charging (350 kW+),4.1
844,Sodium-ion,124.8,558,Overhead Pantograph Charging,9.2
845,Nickel-metal hydride,71.7,456,DC Fast Charging (DCFC),2.8
846,Zinc-air,146.2,265,Ultra-Fast Charging (350 kW+),5.6
847,Magnesium-ion,48.1,106,Solar Charging,3.3
848,Flow batteries,94.8,561,Plug-in Hydrogen Refueling,9.1
849,Calcium-ion,127.6,459,Ultra-Fast Charging (350 kW+),9.6
850,Lithium-sulfur,94.7,127,Vehicle-to-Home (V2H),7.6
851,Solid-state,108.7,133,Battery Swapping,7.1
852,Lead-acid,110.6,255,Mobile Charging,3.2
853,Zinc-air,35.6,600,DC Fast Charging (DCFC),7.6
854,Sodium-ion,31.6,584,Plug-in Hydrogen Refueling,7.1
855,Nickel-manganese-cobalt,31.8,233,Plug-in Hydrogen Refueling,2.8
856,Sodium-ion,32.4,100,Level 1 Charging,0.6
857,Solid-state,133.4,567,CHAdeMO,7.4
858,Solid-state,65.4,192,NACS,10.9
859,Lithium-iron phosphate,67.5,222,Vehicle-to-Load (V2L),2.7
860,Flow batteries,61.7,369,Plug-in Hydrogen Refueling,9.2
861,Nickel-manganese-cobalt,23.1,153,Mobile Charging,7
862,Lithium-titanate,137,377,NACS,7.9
863,Sodium-ion,108.5,122,Inductive (Wireless) Charging,1.6
864,Aluminum-ion,57.8,563,Ultra-Fast Charging (350 kW+),8.1
865,Flow batteries,53.6,572,Vehicle-to-Grid (V2G),8.3
866,Lithium-sulfur,129.5,197,Vehicle-to-Load (V2L),3.4
867,Nickel-metal hydride,137.3,350,DC Fast Charging (DCFC),2.6
