Vehicle_ID,Manufacturer,Model,Year,Country_of_Manufacture,Color
491,Dacia,Bigster EV (upcoming),2021,South Africa,Turquoise
492,Acura,ZDX (with GM Ultium),2022,Russia,Gray
493,Rivian,R1S,2022,Indonesia,Rose Gold
494,BYD,Seal,2020,Poland,Blue
495,Fisker,Ocean,2015,Ireland,Aurora Blue
496,Renault,Scenic E-Tech,2016,Saudi Arabia,Pink
497,Dacia,Jogger Hybrid,2024,UK,Matte Gray
498,Citroen,??-Spacetourer,2023,Belgium,Electric Blue
499,Jeep,Wrangler 4xe (PHEV),2022,Hungary,Matte Black
500,Ford,F-150 Lightning,2019,Norway,Purple
501,Rimac,Nevera,2021,Russia,Forest Green
502,Lamborghini,Lanzador (upcoming EV),2016,Israel,Matte Gray
503,Li Auto,MEGA,2016,Belgium,Burgundy
504,GMC,Hummer EV SUV,2025,India,Sky Blue
505,Peugeot,e-208,2019,Switzerland,Brown
506,Geely,Geometry C,2018,Italy,Black
507,Porsche,Cayenne Electric (upcoming),2023,China,Ruby Red
508,NIO,ET9,2015,Portugal,Black
509,Volvo,C40 Recharge,2022,Thailand,Emerald Green
510,Mini,Mini Aceman,2024,Italy,Red
511,Skoda,Enyaq,2025,South Korea,Sky Blue
512,Lotus,Emeya,2022,Malaysia,Matte White
513,Peugeot,e-2008,2021,France,Emerald Green
514,Polestar,Polestar 2,2022,China,Forest Green
515,Jaguar,I-PACE,2015,Malaysia,Cobalt Blue
516,BMW,i4,2021,Finland,Lime Green
517,Genesis,GV60,2022,Israel,Red
518,Li Auto,MEGA,2024,Turkey,Brown
519,Subaru,Solterra,2019,United Arab Emirates,Titanium
520,Pininfarina,Battista,2025,Finland,Pink
521,Tesla,Roadster (upcoming),2018,Mexico,Platinum
522,Audi,Q4 e-tron,2015,Argentina,Stealth Gray
523,Renault,5 E-Tech,2020,Germany,Yellow
524,Subaru,Solterra,2018,Vietnam,Sapphire Blue
525,Maserati,GranTurismo Folgore,2020,Denmark,Matte Blue
526,MG,MG ES5,2018,Turkey,Ruby Red
527,Great Wall Motors,ORA Ballet Cat,2022,Belgium,Candy Apple Red
528,Lamborghini,Revuelto (PHEV),2017,Finland,Graphite Gray
529,NIO,ET5,2017,Turkey,Titanium
530,Audi,Q4 e-tron,2015,Portugal,Navy Blue
531,Tesla,Model X,2019,New Zealand,White
532,Volvo,EX90,2022,Switzerland,Tan
533,Tesla,Model Y,2025,Saudi Arabia,Stealth Gray
534,Ferrari,Ferrari EV (2025+),2024,China,Cream
535,Mercedes-Benz,EQS,2025,Czech Republic,Beige
536,Lotus,Eletre,2017,Indonesia,Matte White
537,Subaru,Solterra,2025,Australia,Sky Blue
538,Lotus,Emeya,2024,Brazil,Sunset Orange
539,Porsche,Cayenne Electric (upcoming),2022,Netherlands,Forest Green
540,Li Auto,L7,2020,Turkey,Electric Blue
541,Pininfarina,Battista,2018,Australia,Lime Green
542,Great Wall Motors,ORA Lightning Cat,2017,Thailand,Racing Red
543,Porsche,Macan EV,2015,South Africa,Cobalt Blue
544,BMW,iX1,2015,Denmark,Forest Green
545,Mini,Mini Electric,2018,France,Graphite Gray
546,Zeekr,Zeekr 001,2018,India,White
547,Audi,e-tron GT,2021,Singapore,Rose Gold
548,Opel,Grandland Electric,2017,Mexico,Red
549,Jeep,Wrangler 4xe (PHEV),2018,Belgium,Stealth Gray
550,Rivian,EDV (Electric Delivery Van),2015,Hungary,Bronze
551,Volvo,EX30,2020,Ireland,Crimson Red
552,Audi,e-tron GT,2015,Switzerland,Matte Gray
553,Zeekr,Zeekr X,2024,New Zealand,Burgundy
554,Zeekr,Zeekr 007,2017,Poland,Green
555,Changan,Deepal S07,2021,Denmark,Charcoal
556,Li Auto,MEGA,2020,India,Orange
557,Dacia,Bigster EV (upcoming),2025,New Zealand,Forest Green
558,Mini,Mini Aceman,2017,Netherlands,Lime Green
559,Jeep,Wrangler 4xe (PHEV),2023,Turkey,Magenta
560,Hyundai,Kona Electric,2025,Thailand,Racing Red
561,Opel,Grandland Electric,2021,Italy,Cosmic Purple
562,Lucid Motors,Lucid Air,2017,Netherlands,Yellow
563,Jeep,Grand Cherokee 4xe (PHEV),2022,Israel,White
564,Lotus,Emeya,2022,Hungary,Pink
565,Faraday Future,FF 91,2015,Portugal,Matte Black
566,Li Auto,L8,2015,Hungary,Silver
567,Zeekr,Zeekr 007,2025,South Africa,Charcoal
568,Lamborghini,Lanzador (upcoming EV),2017,Netherlands,Electric Blue
569,Rimac,Nevera,2019,Italy,Lime Green
570,Ferrari,Ferrari EV (2025+),2016,Vietnam,Rose Gold
571,Peugeot,e-2008,2016,Poland,White
572,Faraday Future,FF 91,2023,Hungary,Sunset Orange
573,Cadillac,Celestiq,2017,Canada,Ice Silver
574,Dacia,Bigster EV (upcoming),2015,South Korea,Crimson Red
575,Lamborghini,Lanzador (upcoming EV),2020,Czech Republic,Copper
576,Citroen,Ami,2015,New Zealand,Candy Apple Red
577,Renault,Megane E-Tech,2025,Netherlands,Titanium
578,Genesis,GV80 Electric,2024,Russia,Cream
579,Canoo,MPDV,2021,Russia,Orange
580,Seat,Avenger,2024,China,Purple
581,Canoo,MPDV,2023,Canada,Lime Green
582,Jaguar,I-PACE,2017,UK,Silver
583,Tesla,Model 3,2019,Russia,Matte Green
584,Rivian,EDV (Electric Delivery Van),2016,Switzerland,Titanium
585,GMC,Hummer EV SUV,2016,Vietnam,Gold
586,Seat,Avenger,2020,Vietnam,Burgundy
587,Lamborghini,Lanzador (upcoming EV),2016,Austria,Cobalt Blue
588,Porsche,Panamera EV,2024,Portugal,Matte Gray
589,Faraday Future,FF 91,2022,Portugal,Matte Green
590,Cadillac,Celestiq,2022,South Africa,Brown
591,Hyundai,Kona Electric,2016,United Arab Emirates,Copper
592,Mahindra,XUV400,2021,Brazil,Racing Red
593,Cadillac,Celestiq,2017,Turkey,Gray
594,Skoda,Enyaq,2023,USA,Electric Blue
595,Changan,Q05,2022,Brazil,White
596,Lucid Motors,Lucid Air,2023,Spain,Navy Blue
597,Kia,EV9,2025,Denmark,Cosmic Purple
598,Mercedes-Benz,EQB,2022,Italy,Sky Blue
599,Kia,Soul EV,2017,Ireland,Brown
600,GMC,Hummer EV Pickup,2023,Vietnam,Forest Green
601,Porsche,Macan EV,2024,Sweden,Metallic Silver
602,Subaru,Solterra,2018,Argentina,Bronze
603,Tesla,Model S,2025,Norway,Brown
604,Lamborghini,Revuelto (PHEV),2020,India,Matte Blue
605,Jeep,Grand Cherokee 4xe (PHEV),2018,New Zealand,Magenta
606,Lamborghini,Lanzador (upcoming EV),2023,South Africa,Tan
607,Chevrolet,Equinox EV,2015,China,Graphite Gray
608,Rivian,R1T,2015,Turkey,Sunset Orange
609,Jaguar,I-PACE,2018,Italy,Bronze
610,Tesla,Roadster (upcoming),2020,Spain,Matte Gray
611,Volvo,EX30,2017,Spain,Ruby Red
612,Toyota,bZ4X,2024,Vietnam,Volcanic Yellow
613,Ferrari,Roma PHEV,2017,Ireland,Sky Blue
614,Renault,5 E-Tech,2015,Japan,Titanium
615,VinFast,VF 6,2016,Malaysia,Matte Green
616,Toyota,Lexus UX 300e,2023,Indonesia,Titanium
617,Ford,E-Transit,2025,Russia,Orange
618,GMC,Hummer EV SUV,2016,Vietnam,Midnight Black
619,Canoo,Pickup,2020,China,Cobalt Blue
620,Renault,Kangoo E-Tech,2016,Norway,Gray
621,VinFast,VF 8,2017,Saudi Arabia,Matte White
622,Ferrari,Ferrari EV (2025+),2018,United Arab Emirates,Turquoise
623,Opel,Corsa-e,2019,Italy,Blue
624,Zeekr,Zeekr 009,2015,Germany,Pearl White
625,Ford,F-150 Lightning,2022,USA,Candy Apple Red
626,Mercedes-Benz,EQC,2021,Turkey,Matte Green
627,Volkswagen,ID.Buzz,2018,Ireland,Matte Gray
628,Mercedes-Benz,EQC,2020,Mexico,Navy Blue
629,Tesla,Model X,2018,Singapore,Matte Green
630,Subaru,Solterra,2020,Italy,Teal
631,Faraday Future,FF 91,2015,UK,Sunset Orange
632,Mercedes-Benz,EQE SUV,2022,India,Silver
633,Faraday Future,FF 91,2017,Czech Republic,Pearl White
634,Opel,Mokka-e,2019,Singapore,Orange
635,BYD,Atto 3,2024,Japan,Sky Blue
636,Ford,Mustang Mach-E,2019,UK,Lime Green
637,Porsche,Taycan,2021,Russia,Gun Metal
638,Great Wall Motors,ORA Good Cat,2025,Vietnam,Burgundy
639,Honda,Honda e (discontinued),2017,Indonesia,Candy Apple Red
640,Pininfarina,Battista,2017,Vietnam,Pearl White
641,Audi,A6 e-tron (upcoming),2024,Russia,Charcoal
642,Tesla,Model Y,2017,Indonesia,Metallic Silver
643,Ferrari,SF90 Stradale (PHEV),2020,Russia,Ice Silver
644,Citroen,??-Spacetourer,2016,Vietnam,Matte White
645,Faraday Future,FF 91,2016,Saudi Arabia,Sapphire Blue
646,Rivian,R1T,2022,Australia,Burgundy
647,MG,MG5 EV,2019,Japan,Tan
648,Pininfarina,Battista,2024,South Korea,Titanium
649,Rimac,Nevera,2021,Thailand,Burgundy
650,Hyundai,Kona Electric,2015,Singapore,Green
651,Polestar,Polestar 3,2019,UK,Bronze
652,Cadillac,Lyriq,2016,Switzerland,Turquoise
653,Skoda,Enyaq Coupe,2021,Norway,White
654,Great Wall Motors,ORA Ballet Cat,2024,Saudi Arabia,Black
655,Nissan,Ariya,2017,Brazil,Green
656,XPeng,G6,2019,Israel,Burgundy
657,Peugeot,e-3008,2020,China,Emerald Green
658,Canoo,MPDV,2023,Brazil,Midnight Black
659,Rimac,Nevera,2020,Czech Republic,Beige
660,Audi,A6 e-tron (upcoming),2025,Russia,Blue
661,Jeep,Recon (upcoming),2018,Thailand,Titanium
662,Great Wall Motors,ORA Good Cat,2021,Russia,Purple
663,GMC,Hummer EV Pickup,2015,Vietnam,Ice Silver
664,Seat,Avenger,2019,Finland,Pink
665,Jaguar,I-PACE,2020,South Africa,Matte Black
666,Hyundai,Ioniq 6,2019,China,Electric Blue
667,Canoo,Pickup,2018,Sweden,Sunset Orange
668,GMC,Hummer EV Pickup,2021,France,Matte Green
669,Porsche,Panamera EV,2015,Brazil,Green
670,Toyota,Lexus RZ,2016,Ireland,Midnight Black
671,Polestar,Polestar 2,2018,Austria,Bronze
672,Canoo,MPDV,2019,Czech Republic,Gun Metal
673,Subaru,Solterra,2017,New Zealand,White
674,Citroen,??-C4,2024,Japan,Orange
675,Mercedes-Benz,EQE,2016,Spain,Matte White
676,Dacia,Bigster EV (upcoming),2023,Germany,Volcanic Yellow
677,Nissan,Leaf,2024,France,Beige
678,Honda,Honda e (discontinued),2020,Japan,Metallic Silver
679,VinFast,VF 8,2019,Finland,Copper
680,Chevrolet,Bolt EUV,2019,USA,Lime Green
681,Hyundai,Ioniq 6,2017,Belgium,Teal
682,Cadillac,Celestiq,2017,Denmark,Navy Blue
683,Acura,ZDX (with GM Ultium),2023,Hungary,Ice Silver
684,Li Auto,MEGA,2015,Belgium,Magenta
685,Citroen,??-Spacetourer,2017,France,Bronze
686,Jaguar,I-PACE,2018,Sweden,Emerald Green
687,Audi,e-tron,2017,Turkey,Black
688,Maserati,GranTurismo Folgore,2024,Sweden,Midnight Black
689,Great Wall Motors,ORA Lightning Cat,2019,France,Beige
690,Tesla,Cybertruck,2019,Australia,Gray
691,Rivian,R1S,2023,Australia,Pink
692,Genesis,G80 Electric,2021,Brazil,Matte Blue
693,Kia,Soul EV,2022,Belgium,Volcanic Yellow
694,BMW,iX1,2019,Germany,Emerald Green
695,Lucid Motors,Lucid Air,2019,South Africa,Platinum
696,Chevrolet,Bolt EUV,2015,South Africa,Volcanic Yellow
697,Lamborghini,Revuelto (PHEV),2016,Poland,Matte Black
698,Nissan,Leaf,2019,China,Copper
699,GMC,Hummer EV Pickup,2023,Germany,Ruby Red
700,Lamborghini,Lanzador (upcoming EV),2025,Japan,Sapphire Blue
701,Great Wall Motors,ORA Good Cat,2019,New Zealand,Brown
702,Cadillac,Celestiq,2025,Italy,Ice Silver
703,Lucid Motors,Lucid Gravity,2021,Saudi Arabia,Racing Red
704,Volkswagen,ID.6,2017,New Zealand,Cream
705,Dacia,Bigster EV (upcoming),2018,Belgium,Ruby Red
706,Li Auto,MEGA,2019,Argentina,Orange
707,Nissan,Ariya,2015,Finland,Bronze
708,NIO,ET9,2025,Ireland,Black
709,Pininfarina,Battista,2021,Czech Republic,Volcanic Yellow
710,Mercedes-Benz,EQS SUV,2022,Portugal,Sky Blue
711,Chevrolet,Equinox EV,2019,Spain,Purple
712,Great Wall Motors,ORA Ballet Cat,2023,China,Purple
713,Acura,ZDX (with GM Ultium),2017,Turkey,Sky Blue
714,Honda,Honda Prologue,2015,Brazil,Forest Green
715,Rimac,Nevera,2025,Argentina,Burgundy
716,BYD,Han EV,2019,Turkey,Purple
717,Jeep,Wrangler 4xe (PHEV),2025,Singapore,Crimson Red
718,Faraday Future,FF 91,2024,Czech Republic,Matte Green
719,Rimac,Nevera,2018,China,Graphite Gray
720,Canoo,Lifestyle Vehicle,2023,Hungary,Pink
721,Acura,ZDX (with GM Ultium),2017,New Zealand,Cosmic Purple
722,Volkswagen,ID.7,2023,Czech Republic,Forest Green
723,Kia,Soul EV,2016,Vietnam,Racing Red
724,Hyundai,Ioniq 5,2015,Israel,Graphite Gray
725,Lotus,Evija,2023,Japan,Charcoal
726,Ferrari,Ferrari EV (2025+),2020,Netherlands,Crimson Red
727,Kia,Niro EV,2023,Saudi Arabia,Matte White
728,Ferrari,Roma PHEV,2022,Canada,Rose Gold
729,Renault,Megane E-Tech,2020,Mexico,Graphite Gray
730,Zeekr,Zeekr 001,2023,Italy,Forest Green
731,Renault,Kangoo E-Tech,2019,Switzerland,Racing Red
732,Li Auto,L9,2024,Poland,Midnight Black
733,Fisker,Pear (upcoming),2019,Vietnam,Forest Green
734,XPeng,G6,2022,Turkey,Bronze
735,XPeng,P5,2021,Japan,Emerald Green
736,Jaguar,I-PACE,2017,Mexico,Cosmic Purple
737,Maserati,Grecale Folgore,2017,Mexico,Turquoise
738,Kia,EV9,2022,Japan,Forest Green
739,Toyota,bZ4X,2016,Ireland,Matte White
740,VinFast,VF 8,2021,Singapore,Ruby Red
741,Great Wall Motors,ORA Lightning Cat,2023,Saudi Arabia,Stealth Gray
742,BYD,Dolphin,2024,United Arab Emirates,Yellow
743,Great Wall Motors,ORA Ballet Cat,2024,Sweden,Pink
744,Rivian,EDV (Electric Delivery Van),2022,United Arab Emirates,Graphite Gray
745,Volkswagen,ID.2all,2015,Japan,Orange
746,Lamborghini,Lanzador (upcoming EV),2021,South Africa,Bronze
747,Rivian,EDV (Electric Delivery Van),2020,Italy,Racing Red
748,Ford,Explorer EV (Europe),2016,France,Pink
749,Fisker,Ocean,2018,Thailand,Sapphire Blue
750,Kia,Niro EV,2019,India,Navy Blue
751,Mercedes-Benz,EQC,2018,Hungary,White
752,Great Wall Motors,ORA Lightning Cat,2019,Brazil,Aurora Blue
753,Mercedes-Benz,EQA,2017,United Arab Emirates,Orange
754,Opel,Grandland Electric,2020,USA,Racing Red
755,Kia,EV6,2019,Thailand,Aurora Blue
756,Canoo,Lifestyle Vehicle,2022,Saudi Arabia,Stealth Gray
757,Peugeot,e-2008,2017,Hungary,Blue
758,Skoda,Enyaq Coupe,2017,Indonesia,Cream
759,Toyota,bZ4X,2017,USA,Emerald Green
760,Changan,SL03,2016,Netherlands,Black
761,Skoda,Elroq (upcoming),2018,Portugal,Midnight Black
762,Porsche,Panamera EV,2019,South Africa,Navy Blue
763,Maserati,Grecale Folgore,2021,United Arab Emirates,Graphite Gray
764,Honda,e:Ny1,2016,Singapore,Turquoise
765,Mercedes-Benz,EQS SUV,2022,Australia,Pearl White
766,Zeekr,Zeekr 007,2022,Poland,Cream
767,Zeekr,Zeekr 009,2024,South Africa,Ice Silver
768,Subaru,Solterra,2020,Poland,Midnight Black
769,Skoda,Elroq (upcoming),2020,Switzerland,Ice Silver
770,Volkswagen,ID.5,2017,Ireland,Brown
771,Cadillac,Lyriq,2018,Austria,Red
772,NIO,ET9,2021,Norway,Tan
773,Renault,Megane E-Tech,2025,India,Graphite Gray
774,Subaru,Solterra,2019,Mexico,Cosmic Purple
775,Skoda,Enyaq,2017,Australia,Volcanic Yellow
776,BMW,iX1,2025,Norway,Bronze
777,Jaguar,I-PACE,2015,Sweden,Volcanic Yellow
778,Canoo,MPDV,2024,France,Volcanic Yellow
779,XPeng,P7,2017,Denmark,Orange
780,Ferrari,Roma PHEV,2018,Thailand,Gun Metal
781,VinFast,VF 9,2025,Hungary,Cosmic Purple
782,Acura,ZDX (with GM Ultium),2023,Malaysia,Platinum
783,XPeng,P7,2025,South Africa,Electric Blue
784,GMC,Hummer EV Pickup,2024,Russia,Racing Red
785,XPeng,G6,2018,United Arab Emirates,Cream
786,Kia,EV6,2023,Malaysia,Platinum
787,Genesis,GV70 Electric,2025,Germany,Emerald Green
788,Renault,Kangoo E-Tech,2015,Ireland,Black
789,BYD,Seagull,2018,Switzerland,Black
790,MG,MG ZS EV,2024,USA,Red
791,VinFast,VF 9,2019,Czech Republic,Blue
792,Genesis,G80 Electric,2021,Canada,Burgundy
793,Honda,e:Ny1,2020,Czech Republic,Pink
794,Chevrolet,Bolt EUV,2017,Netherlands,Magenta
795,Faraday Future,FF 91,2017,Israel,Electric Blue
796,Great Wall Motors,ORA Ballet Cat,2017,Netherlands,Champagne
797,Volvo,EX30,2018,Singapore,Sunset Orange
798,Lucid Motors,Lucid Gravity,2025,Saudi Arabia,Matte White
799,Porsche,Macan EV,2018,UK,Bronze
800,Subaru,Solterra,2018,South Korea,Burgundy
801,Lucid Motors,Lucid Air,2023,Malaysia,Orange
802,Citroen,??-Spacetourer,2024,Poland,Ruby Red
803,Acura,ZDX (with GM Ultium),2016,Russia,Aurora Blue
804,Acura,ZDX (with GM Ultium),2018,South Africa,Navy Blue
805,Mercedes-Benz,EQB,2021,Ireland,Aurora Blue
806,Ford,E-Transit,2020,Indonesia,Cream
807,Genesis,GV70 Electric,2022,Argentina,Copper
808,Lucid Motors,Lucid Air,2024,New Zealand,Volcanic Yellow
809,Dacia,Bigster EV (upcoming),2018,Portugal,Pink
810,Opel,Grandland Electric,2021,Belgium,Candy Apple Red
811,Nissan,Leaf,2016,Malaysia,Navy Blue
812,Lucid Motors,Lucid DreamDrive,2019,Thailand,Brown
813,Nissan,Ariya,2015,China,Red
814,Changan,Q05,2025,Sweden,Racing Red
815,Peugeot,e-5008,2015,Sweden,Brown
816,Mini,Mini Electric,2024,Norway,Magenta
817,Fisker,Ocean,2020,Austria,Bronze
818,NIO,ET5,2022,Denmark,Cream
819,Renault,Megane E-Tech,2017,Indonesia,Purple
820,Changan,SL03,2015,China,Titanium
821,Nissan,Ariya,2025,Sweden,Matte Black
822,Peugeot,e-3008,2020,Norway,Charcoal
823,XPeng,G9,2019,Sweden,Silver
824,Mercedes-Benz,EQS,2015,Australia,Aurora Blue
825,Great Wall Motors,ORA Lightning Cat,2019,New Zealand,Yellow
826,Mini,Mini Electric,2016,Poland,Volcanic Yellow
827,Rimac,Nevera,2020,South Korea,Emerald Green
828,Rimac,Nevera,2024,Thailand,Matte Green
829,Toyota,Lexus UX 300e,2023,United Arab Emirates,Champagne
830,VinFast,VF 8,2021,Canada,Titanium
831,Zeekr,Zeekr 001,2023,Germany,Navy Blue
832,Lotus,Eletre,2023,Finland,Pearl White
833,Toyota,bZ4X,2021,Poland,Gray
834,GMC,Hummer EV Pickup,2015,Belgium,Cobalt Blue
835,Audi,e-tron GT,2019,Hungary,Bronze
836,Volvo,EX90,2019,Mexico,Stealth Gray
837,Jeep,Grand Cherokee 4xe (PHEV),2022,Argentina,Gun Metal
838,Acura,ZDX (with GM Ultium),2019,Spain,Lime Green
839,Mahindra,XUV400,2024,Ireland,Beige
840,Kia,Soul EV,2018,Brazil,Silver
841,Canoo,MPDV,2021,Czech Republic,Yellow
842,Fisker,Pear (upcoming),2018,Netherlands,Gold
843,Hyundai,Ioniq 6,2020,UK,Volcanic Yellow
844,Dacia,Bigster EV (upcoming),2020,Germany,Purple
845,Citroen,Ami,2023,Thailand,Gun Metal
846,Kia,EV6,2024,Sweden,Matte Gray
847,Volvo,EX90,2025,New Zealand,Sapphire Blue
848,Lotus,Evija,2021,Spain,Turquoise
849,Audi,e-tron GT,2020,Turkey,Yellow
850,Fisker,Ocean,2022,China,Brown
851,Great Wall Motors,ORA Ballet Cat,2017,Germany,Volcanic Yellow
852,Mini,Mini Cooper SE,2019,Indonesia,Graphite Gray
853,BMW,iX3,2020,Netherlands,Volcanic Yellow
854,Genesis,G80 Electric,2016,Indonesia,Beige
855,Porsche,Cayenne Electric (upcoming),2019,UK,Ruby Red
856,Lamborghini,Revuelto (PHEV),2025,Singapore,Black
857,Maserati,Grecale Folgore,2020,Norway,Candy Apple Red
858,Faraday Future,FF 91,2019,Sweden,Gun Metal
859,Jaguar,I-PACE,2020,South Korea,Teal
860,Lotus,Eletre,2025,Hungary,Copper
861,Zeekr,Zeekr 007,2016,Russia,Magenta
862,Hyundai,Ioniq 6,2024,Germany,Matte White
863,Zeekr,Zeekr X,2023,Hungary,Crimson Red
864,NIO,ES6,2016,Norway,Pink
865,Cadillac,Lyriq,2024,Poland,Emerald Green
866,Canoo,Pickup,2021,Thailand,Ice Silver
867,Acura,ZDX (with GM Ultium),2016,Spain,Racing Red
868,Ferrari,Roma PHEV,2016,Denmark,Champagne
869,Chevrolet,Silverado EV,2017,Sweden,Candy Apple Red
870,Rimac,Nevera,2024,South Korea,Metallic Silver
871,Lucid Motors,Lucid Gravity,2025,Czech Republic,Matte Black
872,Lotus,Evija,2015,Austria,Yellow
873,Jaguar,I-PACE,2025,India,Matte Green
874,Honda,Honda Prologue,2025,Sweden,Crimson Red
875,Peugeot,e-208,2021,Austria,Rose Gold
876,Changan,Q05,2022,South Africa,Gray
877,Lamborghini,Lanzador (upcoming EV),2020,Poland,Candy Apple Red
878,Mini,Mini Cooper SE,2023,Norway,Lime Green
879,VinFast,VF 7,2017,Finland,Sapphire Blue
880,Tesla,Model S,2020,Poland,Electric Blue
881,Dacia,Jogger Hybrid,2019,Canada,Tan
882,Toyota,Lexus UX 300e,2018,New Zealand,Beige
883,Ferrari,SF90 Stradale (PHEV),2022,China,Turquoise
884,Lucid Motors,Lucid DreamDrive,2020,Germany,Champagne
885,Toyota,Lexus UX 300e,2015,Malaysia,Gold
886,Hyundai,Ioniq 6,2023,Denmark,Beige
887,BYD,Atto 3,2021,Czech Republic,Champagne
888,Jaguar,I-PACE,2017,Belgium,Matte Green
889,Audi,e-tron GT,2024,France,Lime Green
890,Hyundai,Kona Electric,2015,South Africa,Purple
891,Mazda,MX-30,2022,Singapore,Matte White
892,Citroen,??-C4,2017,Switzerland,Copper
893,Citroen,??-C4,2016,Malaysia,Green
894,Seat,Avenger,2024,Russia,Turquoise
895,Mercedes-Benz,EQC,2020,Australia,Cream
896,Volkswagen,ID.2all,2020,Norway,Burgundy
897,Toyota,Lexus RZ,2018,Austria,Bronze
898,BMW,i4,2016,Russia,Matte Black
899,Acura,ZDX (with GM Ultium),2025,Italy,Turquoise
900,Rimac,Nevera,2020,Mexico,Matte Green
901,Jeep,Grand Cherokee 4xe (PHEV),2018,Sweden,Beige
902,Geely,Geometry C,2018,Belgium,Aurora Blue
903,VinFast,VF 8,2020,Ireland,Gun Metal
904,Mazda,MX-30,2021,Germany,Copper
905,Geely,Emgrand EV,2021,Denmark,Bronze
906,BMW,i4,2023,Hungary,Ruby Red
907,Ferrari,Ferrari EV (2025+),2015,Sweden,Gray
908,Pininfarina,Battista,2021,Thailand,Ruby Red
909,Citroen,??-Spacetourer,2018,New Zealand,Crimson Red
910,Rimac,Nevera,2021,Indonesia,Black
911,Mahindra,XUV400,2020,Switzerland,Cream
912,BYD,Atto 3,2021,Thailand,Gold
913,Mini,Mini Aceman,2021,Denmark,Electric Blue
914,Canoo,Pickup,2020,Switzerland,Gold
915,Renault,Kangoo E-Tech,2020,Czech Republic,Gun Metal
916,Nissan,Leaf,2015,France,Pearl White
917,Toyota,Lexus RZ,2025,Switzerland,Cobalt Blue
918,Tesla,Model S,2016,China,Aurora Blue
919,Mahindra,Born Electric (upcoming range),2022,Czech Republic,Bronze
920,Polestar,Polestar 5 (upcoming),2015,Austria,Burgundy
921,Canoo,Pickup,2023,Brazil,Purple
922,Canoo,MPDV,2022,Mexico,Gray
923,Pininfarina,Battista,2024,Switzerland,Platinum
924,Chevrolet,Equinox EV,2016,Mexico,Burgundy
925,Mini,Mini Cooper SE,2018,Denmark,Charcoal
926,Citroen,??-Spacetourer,2019,Germany,Black
927,Geely,Geometry A,2021,Vietnam,Magenta
928,Mahindra,Born Electric (upcoming range),2020,Israel,Brown
929,Mahindra,XUV400,2022,Australia,Yellow
930,Lamborghini,Lanzador (upcoming EV),2018,Turkey,Black
931,Genesis,GV60,2019,Netherlands,Rose Gold
932,Lucid Motors,Lucid Gravity,2022,Austria,Midnight Black
933,Jaguar,I-PACE,2017,Vietnam,Ice Silver
934,Li Auto,MEGA,2015,Brazil,Lime Green
935,Mercedes-Benz,EQS,2024,Norway,Burgundy
936,Peugeot,e-5008,2015,South Africa,Matte Blue
937,Lucid Motors,Lucid DreamDrive,2022,China,Matte White
938,Audi,A6 e-tron (upcoming),2017,South Korea,Tan
939,Renault,Scenic E-Tech,2021,Turkey,Sapphire Blue
940,Mazda,Mazda EV (upcoming models),2016,Sweden,Navy Blue
941,Maserati,GranTurismo Folgore,2019,Israel,Ice Silver
942,Pininfarina,Battista,2022,Czech Republic,Bronze
943,Fisker,Pear (upcoming),2018,Denmark,Lime Green
944,Maserati,GranTurismo Folgore,2018,Belgium,Copper
945,Polestar,Polestar 5 (upcoming),2022,China,Gun Metal
946,Faraday Future,FF 91,2022,South Korea,Bronze
947,Rimac,Nevera,2017,United Arab Emirates,Yellow
948,Chevrolet,Equinox EV,2015,Finland,Crimson Red
949,Lamborghini,Lanzador (upcoming EV),2018,UK,Pearl White
950,Polestar,Polestar 5 (upcoming),2018,Belgium,White
951,Volvo,XC40 Recharge,2016,India,Sapphire Blue
952,VinFast,VFe34 (discontinued),2020,Sweden,Turquoise
953,Rivian,R1S,2020,Germany,Aurora Blue
954,Ferrari,Roma PHEV,2020,Brazil,Gold
955,Jeep,Grand Cherokee 4xe (PHEV),2015,Finland,Green
956,Mazda,MX-30,2021,Austria,Red
957,Lamborghini,Lanzador (upcoming EV),2021,France,Navy Blue
958,Porsche,Macan EV,2023,Turkey,Bronze
959,BMW,i7,2017,Australia,Forest Green
960,NIO,ET9,2015,Thailand,Matte White
961,Dacia,Bigster EV (upcoming),2019,Ireland,Red
962,BYD,Han EV,2020,Malaysia,Charcoal
963,Nissan,Leaf,2022,Indonesia,Gray
964,BMW,i4,2022,Turkey,Platinum
965,Pininfarina,Battista,2019,South Korea,Bronze
966,Pininfarina,Battista,2020,Russia,Candy Apple Red
967,Audi,e-tron GT,2021,UK,Metallic Silver
968,Volkswagen,ID.4,2021,USA,Electric Blue
969,Changan,SL03,2025,Argentina,Volcanic Yellow
970,Mini,Mini Cooper SE,2023,Austria,Forest Green
971,Renault,Kangoo E-Tech,2015,Austria,Crimson Red
972,BYD,Dolphin,2021,China,Lime Green
973,Nissan,Ariya,2020,Thailand,Electric Blue
974,Cadillac,Celestiq,2024,Saudi Arabia,Charcoal
975,Tesla,Model Y,2017,Brazil,Ice Silver
976,Jeep,Wrangler 4xe (PHEV),2015,Russia,Platinum
977,Mazda,MX-30,2016,Russia,Yellow
978,Great Wall Motors,ORA Lightning Cat,2020,Poland,Burgundy
979,BMW,iX1,2016,Mexico,Navy Blue
980,Mini,Mini Aceman,2023,Netherlands,Turquoise
